,syringaldehyde,4-hydroxyhippurate,dihydroferulic acid sulfate,N(1)-acetylspermine,dexpanthenol,2-methylmalonylcarnitine (C4-DC),5-methylthioadenosine (MTA),tartronate (hydroxymalonate),spermine,gamma-CEHC,behenoyl ethanolamide (22:0)*,decanoylcarnitine (C10),1-linoleoyl-GPC (18:2),gamma-glutamylvaline,tauroursodeoxycholate,8-hydroxyoctanoate,beta-citrylglutamate,N-oleoylglycine,2-hydroxyheptanoate*,3-phenylpropionate (hydrocinnamate),xylose,pantetheine,taurochenodeoxycholate,hesperidin,leucylglycine,phenol sulfate,paraxanthine,ponciretin,pyridoxine (Vitamin B6),gamma-glutamylisoleucine*,etiocholanolone glucuronide,tiglyl carnitine (C5),chlorogenate,N-carbamoylalanine,methionine sulfone,N-carbamoylaspartate,1-linoleoyl-digalactosylglycerol (18:2)*,daidzein,gamma-glutamyltyrosine,histidine betaine (hercynine)*,N-methylleucine,4-acetamidobenzoate,epicatechin,isovitexin,luteolin,tetrahydrocortisol glucuronide ,"3,5-dihydroxyphenylpropionate",heptadecatrienoate (17:3)*,1-linoleoyl-GPE (18:2)*,myristoleoylcarnitine (C14:1)*,1-ribosyl-imidazoleacetate*,isobutyrylcarnitine (C4),guanidinosuccinate,(R)-salsolinol,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),3-hydroxyoctanoate,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),2-stearoyl-GPE (18:0)*,taurolithocholate 3-sulfate,tyrosylglycine,behenoyl sphingomyelin (d18:1/22:0)*,N1-methylinosine,"1,3-propanediol",tartarate,levulinate (4-oxovalerate),"sphingomyelin (d18:2/24:1, d18:1/24:2)*",beta-hydroxyisovalerate,solanidine,stearidonate (18:4n3),retinol (Vitamin A),C-glycosyltryptophan,N-propionylmethionine,"bilirubin (E,E)*",2-palmitoyl-GPC* (16:0)*,vanillin,3-methyl-2-oxobutyrate,vanillic acid glycine,linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,4-hydroxybenzoate,ergosterol,taurochenodeoxycholic acid 3-sulfate,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",N-acetylsphingosine,allo-threonine,8-hydroxyguanine,12-dehydrocholate,2-myristoylglycerol (14:0),cortolone glucuronide (1),ectoine,gamma-glutamylglutamate,"1,6-anhydroglucose",isoursodeoxycholate,pimelate (C7-DC),glycyrrhetinate,5-acetylamino-6-formylamino-3-methyluracil,N-succinyl-phenylalanine,gamma-glutamyl-alpha-lysine,3-hydroxymargarate,N-methyl-GABA,leucylalanine,dopamine 3-O-sulfate,3-(N-acetyl-L-cystein-S-yl) acetaminophen,diosmetin,glutarylcarnitine (C5-DC),hypotaurine,dihydrokaempferol,3-hydroxyhexanoate,ascorbic acid 3-sulfate*,propionylcarnitine (C3),dimethyl sulfone,"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",citrate,indolin-2-one,palmitoylcholine,"5,6-dihydrothymine",N-acetylcarnosine,sarcosine,methyl indole-3-acetate,lithocholate,N-succinyl-leucine,2-oxo-1-pyrrolidinepropionate,indole,lanosterol,myristoylcarnitine (C14),3-hydroxystearate,"3,4-dihydroxyphenylacetate",maltol,p-cresol sulfate,dihydroquercetin,pseudouridine,soyasaponin I,3beta-hydroxy-5-cholestenoate,"N,N-dimethylalanine",3-hydroxydecanoate,"2,8-quinolinediol",isocaproate (i6:0),"1,5-anhydroglucitol (1,5-AG)",3-hydroxystachydrine*,N-acetyl-3-methylhistidine*,phenylacetylaspartate,ribitol,10-undecenoate (11:1n1),tryptamine,argininosuccinate,"1,3-dimethylurate",orotidine,eriodictyol,3-hydroxy-2-methylpyridine,vanillylmandelate (VMA),sucralose,"5,6-dihydrouracil",mannose,butyrylglycine (C4)
dihydrokaempferol,401.0,501.5,451.0,501.0,451.0,451.0,401.0,401.0,501.0,401.0,501.5,451.0,501.0,501.0,451.0,401.0,501.5,502.0,451.0,251.0,501.0,501.0,451.0,301.0,501.0,451.0,451.0,251.0,401.0,501.0,451.0,451.0,501.5,502.0,501.5,501.5,501.0,351.0,501.5,501.5,501.5,451.0,201.0,251.0,201.0,451.0,251.0,451.0,501.0,451.0,351.0,451.0,501.5,351.0,451.0,401.0,451.0,501.0,451.0,501.0,401.0,351.0,451.0,451.0,401.0,451.0,451.0,451.0,401.0,401.0,401.0,501.5,401.0,501.0,401.0,401.0,501.5,401.0,451.0,451.0,451.0,401.0,401.0,502.0,401.0,501.0,501.0,401.0,502.0,501.5,351.0,501.0,451.0,401.0,451.0,501.5,501.0,451.0,501.0,501.0,451.0,502.5,251.0,451.0,401.0,0.0,401.0,451.0,451.0,401.0,501.5,401.0,401.0,501.0,451.0,401.0,501.5,451.0,501.0,501.5,401.0,401.0,401.0,451.0,451.0,451.0,401.0,451.0,1.0,351.0,501.0,501.0,501.5,401.0,401.0,501.0,451.0,501.5,501.5,501.5,451.0,451.0,401.0,501.5,451.0,351.0,51.0,401.0,401.0,501.0,451.0,501.0,502.0
3-hydroxyhexanoate,301.0,401.5,251.0,301.0,351.0,351.0,301.0,201.0,401.0,301.0,401.5,351.0,401.0,301.0,351.0,1.0,301.5,302.0,351.0,251.0,401.0,301.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,301.0,351.0,351.0,401.5,302.0,301.5,301.5,401.0,351.0,301.5,301.5,301.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,301.5,251.0,351.0,1.0,351.0,401.0,351.0,301.0,301.0,251.0,351.0,351.0,201.0,351.0,351.0,351.0,301.0,301.0,301.0,301.5,301.0,401.0,301.0,201.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,302.0,301.0,401.0,401.0,301.0,302.0,301.5,251.0,401.0,351.0,301.0,351.0,301.5,301.0,351.0,301.0,301.0,251.0,302.5,351.0,351.0,201.0,401.0,0.0,351.0,351.0,301.0,401.5,201.0,301.0,401.0,351.0,201.0,301.5,351.0,401.0,301.5,301.0,301.0,301.0,351.0,351.0,351.0,301.0,251.0,401.0,251.0,401.0,401.0,301.5,1.0,301.0,401.0,351.0,301.5,301.5,301.5,351.0,351.0,301.0,301.5,351.0,251.0,351.0,301.0,301.0,401.0,351.0,401.0,302.0
ascorbic acid 3-sulfate*,351.0,451.5,401.0,451.0,401.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.0,451.0,401.0,351.0,451.5,452.0,401.0,301.0,451.0,451.0,401.0,451.0,451.0,401.0,301.0,401.0,251.0,451.0,401.0,401.0,451.5,452.0,451.5,451.5,451.0,401.0,451.5,451.5,451.5,401.0,451.0,401.0,351.0,401.0,301.0,401.0,451.0,401.0,301.0,401.0,451.5,201.0,401.0,351.0,401.0,451.0,401.0,451.0,351.0,301.0,401.0,401.0,351.0,401.0,401.0,401.0,351.0,351.0,251.0,451.5,251.0,451.0,351.0,351.0,451.5,351.0,401.0,401.0,401.0,351.0,351.0,452.0,251.0,451.0,451.0,351.0,452.0,451.5,201.0,451.0,401.0,351.0,301.0,451.5,451.0,401.0,451.0,451.0,401.0,452.5,401.0,401.0,351.0,451.0,351.0,0.0,401.0,351.0,451.5,351.0,251.0,451.0,301.0,351.0,451.5,301.0,451.0,451.5,251.0,251.0,351.0,401.0,401.0,401.0,251.0,401.0,451.0,301.0,451.0,451.0,451.5,351.0,251.0,451.0,401.0,451.5,451.5,451.5,401.0,401.0,251.0,451.5,301.0,301.0,401.0,251.0,351.0,451.0,301.0,451.0,452.0
propionylcarnitine (C3),351.0,451.5,401.0,451.0,201.0,1.0,351.0,351.0,451.0,351.0,451.5,1.0,351.0,451.0,301.0,351.0,451.5,452.0,201.0,301.0,451.0,451.0,301.0,451.0,451.0,401.0,401.0,401.0,351.0,451.0,301.0,1.0,451.5,452.0,451.5,451.5,351.0,401.0,451.5,451.5,451.5,401.0,451.0,401.0,351.0,301.0,301.0,201.0,351.0,1.0,301.0,1.0,451.5,301.0,301.0,351.0,301.0,351.0,301.0,451.0,251.0,301.0,401.0,401.0,351.0,301.0,201.0,301.0,151.0,251.0,351.0,451.5,351.0,351.0,351.0,351.0,451.5,151.0,401.0,301.0,301.0,251.0,251.0,452.0,351.0,351.0,351.0,251.0,452.0,451.5,301.0,351.0,201.0,251.0,401.0,451.5,451.0,201.0,451.0,451.0,401.0,452.5,401.0,1.0,351.0,451.0,351.0,401.0,0.0,351.0,351.5,351.0,351.0,451.0,401.0,351.0,451.5,401.0,351.0,451.5,351.0,351.0,251.0,1.0,201.0,401.0,351.0,401.0,451.0,301.0,351.0,351.0,451.5,351.0,351.0,251.0,401.0,451.5,451.5,451.5,401.0,201.0,351.0,451.5,401.0,301.0,401.0,351.0,351.0,451.0,401.0,451.0,452.0
dimethyl sulfone,301.0,401.5,351.0,401.0,351.0,351.0,301.0,301.0,401.0,301.0,401.5,351.0,401.0,401.0,351.0,301.0,401.5,402.0,351.0,251.0,401.0,401.0,351.0,401.0,401.0,351.0,351.0,351.0,301.0,401.0,351.0,351.0,401.5,402.0,401.5,401.5,401.0,351.0,401.5,401.5,401.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,401.5,251.0,351.0,301.0,351.0,401.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,351.0,301.0,301.0,301.0,401.5,301.0,401.0,301.0,301.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,402.0,301.0,401.0,401.0,301.0,402.0,401.5,251.0,401.0,351.0,301.0,351.0,401.5,401.0,351.0,401.0,401.0,351.0,402.5,351.0,351.0,301.0,401.0,301.0,351.0,351.0,0.0,401.5,301.0,301.0,401.0,351.0,301.0,401.5,351.0,401.0,401.5,301.0,301.0,301.0,351.0,351.0,351.0,301.0,351.0,401.0,251.0,401.0,401.0,401.5,301.0,301.0,401.0,351.0,401.5,401.5,401.5,351.0,351.0,301.0,401.5,351.0,251.0,351.0,301.0,301.0,401.0,351.0,401.0,402.0
"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",401.5,502.0,451.5,501.5,351.5,351.5,401.5,401.5,501.5,401.5,502.0,351.5,401.5,501.5,351.5,401.5,502.0,502.5,351.5,351.5,501.5,501.5,351.5,501.5,501.5,451.5,451.5,451.5,401.5,501.5,351.5,351.5,502.0,502.5,502.0,502.0,201.5,451.5,502.0,502.0,502.0,451.5,501.5,451.5,401.5,351.5,351.5,351.5,401.5,351.5,351.5,351.5,502.0,351.5,351.5,401.5,351.5,401.5,351.5,501.5,301.5,351.5,451.5,451.5,401.5,351.5,351.5,351.5,301.5,301.5,401.5,502.0,401.5,401.5,401.5,401.5,502.0,301.5,451.5,351.5,351.5,301.5,301.5,502.5,401.5,401.5,301.5,301.5,502.5,502.0,351.5,401.5,351.5,301.5,451.5,502.0,501.5,351.5,501.5,501.5,451.5,503.0,451.5,351.5,401.5,501.5,401.5,451.5,351.5,401.5,0.0,401.5,401.5,501.5,451.5,401.5,502.0,451.5,401.5,502.0,401.5,401.5,301.5,351.5,351.5,451.5,401.5,451.5,501.5,351.5,401.5,401.5,502.0,401.5,401.5,401.5,451.5,502.0,502.0,502.0,451.5,351.5,401.5,502.0,451.5,351.5,451.5,401.5,401.5,501.5,451.5,501.5,502.5
citrate,301.0,401.5,251.0,201.0,351.0,351.0,301.0,101.0,401.0,301.0,401.5,351.0,401.0,201.0,351.0,201.0,201.5,202.0,351.0,251.0,401.0,201.0,351.0,401.0,201.0,251.0,351.0,351.0,301.0,201.0,351.0,351.0,401.5,202.0,201.5,201.5,401.0,351.0,201.5,201.5,201.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,201.5,251.0,351.0,201.0,351.0,401.0,351.0,201.0,301.0,251.0,351.0,351.0,201.0,351.0,351.0,351.0,301.0,301.0,301.0,201.5,301.0,401.0,301.0,201.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,202.0,301.0,401.0,401.0,301.0,202.0,201.5,251.0,401.0,351.0,301.0,351.0,201.5,201.0,351.0,201.0,201.0,251.0,202.5,351.0,351.0,201.0,401.0,201.0,351.0,351.0,301.0,401.5,0.0,301.0,401.0,351.0,201.0,201.5,351.0,401.0,201.5,301.0,301.0,301.0,351.0,351.0,351.0,301.0,251.0,401.0,251.0,401.0,401.0,201.5,201.0,301.0,401.0,351.0,201.5,201.5,201.5,351.0,351.0,301.0,201.5,351.0,251.0,351.0,301.0,301.0,401.0,351.0,401.0,202.0
indolin-2-one,301.0,401.5,351.0,401.0,351.0,351.0,301.0,301.0,401.0,201.0,401.5,351.0,401.0,401.0,351.0,301.0,401.5,402.0,351.0,251.0,401.0,401.0,351.0,401.0,401.0,351.0,251.0,351.0,201.0,401.0,351.0,351.0,401.5,402.0,401.5,401.5,401.0,351.0,401.5,401.5,401.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,401.5,151.0,351.0,301.0,351.0,401.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,351.0,301.0,301.0,101.0,401.5,201.0,401.0,301.0,301.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,402.0,201.0,401.0,401.0,301.0,402.0,401.5,151.0,401.0,351.0,301.0,251.0,401.5,401.0,351.0,401.0,401.0,351.0,402.5,351.0,351.0,301.0,401.0,301.0,251.0,351.0,301.0,401.5,301.0,0.0,401.0,251.0,301.0,401.5,151.0,401.0,401.5,201.0,101.0,301.0,351.0,351.0,351.0,201.0,351.0,401.0,251.0,401.0,401.0,401.5,301.0,201.0,401.0,351.0,401.5,401.5,401.5,351.0,351.0,101.0,401.5,251.0,251.0,351.0,201.0,301.0,401.0,251.0,401.0,402.0
palmitoylcholine,401.0,501.5,451.0,501.0,451.0,451.0,401.0,401.0,301.0,401.0,301.5,451.0,501.0,501.0,451.0,401.0,501.5,502.0,451.0,351.0,501.0,501.0,451.0,501.0,501.0,451.0,451.0,451.0,401.0,501.0,451.0,451.0,501.5,502.0,501.5,501.5,501.0,451.0,501.5,501.5,501.5,451.0,501.0,451.0,401.0,451.0,351.0,451.0,501.0,451.0,351.0,451.0,501.5,351.0,451.0,401.0,451.0,501.0,451.0,501.0,401.0,351.0,451.0,451.0,401.0,451.0,451.0,451.0,401.0,401.0,401.0,501.5,401.0,501.0,401.0,401.0,501.5,401.0,451.0,451.0,451.0,401.0,401.0,502.0,401.0,501.0,501.0,401.0,502.0,501.5,351.0,501.0,451.0,401.0,451.0,501.5,501.0,451.0,501.0,501.0,451.0,502.5,451.0,451.0,401.0,501.0,401.0,451.0,451.0,401.0,501.5,401.0,401.0,0.0,451.0,401.0,501.5,451.0,501.0,501.5,401.0,401.0,401.0,451.0,451.0,451.0,401.0,451.0,501.0,351.0,501.0,501.0,501.5,401.0,401.0,501.0,451.0,501.5,501.5,501.5,451.0,451.0,401.0,501.5,451.0,351.0,451.0,401.0,401.0,501.0,451.0,501.0,502.0
"5,6-dihydrothymine",351.0,451.5,401.0,451.0,401.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.0,451.0,401.0,351.0,451.5,452.0,401.0,301.0,451.0,451.0,401.0,451.0,451.0,401.0,301.0,401.0,251.0,451.0,401.0,401.0,451.5,452.0,451.5,451.5,451.0,401.0,451.5,451.5,451.5,401.0,451.0,401.0,351.0,401.0,301.0,401.0,451.0,401.0,301.0,401.0,451.5,201.0,401.0,351.0,401.0,451.0,401.0,451.0,351.0,301.0,401.0,401.0,351.0,401.0,401.0,401.0,351.0,351.0,251.0,451.5,251.0,451.0,351.0,351.0,451.5,351.0,401.0,401.0,401.0,351.0,351.0,452.0,251.0,451.0,451.0,351.0,452.0,451.5,201.0,451.0,401.0,351.0,101.0,451.5,451.0,401.0,451.0,451.0,401.0,452.5,401.0,401.0,351.0,451.0,351.0,301.0,401.0,351.0,451.5,351.0,251.0,451.0,0.0,351.0,451.5,301.0,451.0,451.5,251.0,251.0,351.0,401.0,401.0,401.0,251.0,401.0,451.0,301.0,451.0,451.0,451.5,351.0,251.0,451.0,401.0,451.5,451.5,451.5,401.0,401.0,251.0,451.5,301.0,301.0,401.0,251.0,351.0,451.0,101.0,451.0,452.0
N-acetylcarnosine,301.0,401.5,251.0,301.0,351.0,351.0,301.0,201.0,401.0,301.0,401.5,351.0,401.0,301.0,351.0,201.0,301.5,302.0,351.0,251.0,401.0,301.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,301.0,351.0,351.0,401.5,302.0,301.5,301.5,401.0,351.0,301.5,301.5,301.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,301.5,251.0,351.0,201.0,351.0,401.0,351.0,301.0,301.0,251.0,351.0,351.0,201.0,351.0,351.0,351.0,301.0,301.0,301.0,301.5,301.0,401.0,301.0,201.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,302.0,301.0,401.0,401.0,301.0,302.0,301.5,251.0,401.0,351.0,301.0,351.0,301.5,301.0,351.0,301.0,301.0,251.0,302.5,351.0,351.0,201.0,401.0,201.0,351.0,351.0,301.0,401.5,201.0,301.0,401.0,351.0,0.0,301.5,351.0,401.0,301.5,301.0,301.0,301.0,351.0,351.0,351.0,301.0,251.0,401.0,251.0,401.0,401.0,301.5,201.0,301.0,401.0,351.0,301.5,301.5,301.5,351.0,351.0,301.0,301.5,351.0,251.0,351.0,301.0,301.0,401.0,351.0,401.0,302.0
sarcosine,401.5,502.0,351.5,301.5,451.5,451.5,401.5,201.5,501.5,401.5,502.0,451.5,501.5,201.5,451.5,301.5,2.0,2.5,451.5,351.5,501.5,101.5,451.5,501.5,201.5,351.5,451.5,451.5,401.5,201.5,451.5,451.5,502.0,2.5,1.0,2.0,501.5,451.5,2.0,2.0,2.0,451.5,501.5,451.5,401.5,451.5,351.5,451.5,501.5,451.5,351.5,451.5,2.0,351.5,451.5,301.5,451.5,501.5,451.5,201.5,401.5,351.5,451.5,451.5,301.5,451.5,451.5,451.5,401.5,401.5,401.5,2.0,401.5,501.5,401.5,301.5,502.0,401.5,451.5,451.5,451.5,401.5,401.5,1.5,401.5,501.5,501.5,401.5,1.5,2.0,351.5,501.5,451.5,401.5,451.5,2.0,201.5,451.5,101.5,201.5,351.5,3.0,451.5,451.5,301.5,501.5,301.5,451.5,451.5,401.5,502.0,201.5,401.5,501.5,451.5,301.5,0.0,451.5,501.5,2.0,401.5,401.5,401.5,451.5,451.5,451.5,401.5,351.5,501.5,351.5,501.5,501.5,2.0,301.5,401.5,501.5,451.5,2.0,2.0,2.0,451.5,451.5,401.5,2.0,451.5,351.5,451.5,401.5,401.5,501.5,451.5,501.5,2.5
methyl indole-3-acetate,351.0,451.5,401.0,451.0,401.0,401.0,351.0,351.0,451.0,251.0,451.5,401.0,451.0,451.0,401.0,351.0,451.5,452.0,401.0,301.0,451.0,451.0,401.0,451.0,451.0,401.0,301.0,401.0,251.0,451.0,401.0,401.0,451.5,452.0,451.5,451.5,451.0,401.0,451.5,451.5,451.5,401.0,451.0,401.0,351.0,401.0,301.0,401.0,451.0,401.0,301.0,401.0,451.5,201.0,401.0,351.0,401.0,451.0,401.0,451.0,351.0,301.0,401.0,401.0,351.0,401.0,401.0,401.0,351.0,351.0,51.0,451.5,251.0,451.0,351.0,351.0,451.5,351.0,401.0,401.0,401.0,351.0,351.0,452.0,251.0,451.0,451.0,351.0,452.0,451.5,201.0,451.0,401.0,351.0,301.0,451.5,451.0,401.0,451.0,451.0,401.0,452.5,401.0,401.0,351.0,451.0,351.0,301.0,401.0,351.0,451.5,351.0,151.0,451.0,301.0,351.0,451.5,0.0,451.0,451.5,251.0,151.0,351.0,401.0,401.0,401.0,251.0,401.0,451.0,301.0,451.0,451.0,451.5,351.0,251.0,451.0,401.0,451.5,451.5,451.5,401.0,401.0,151.0,451.5,301.0,301.0,401.0,251.0,351.0,451.0,301.0,451.0,452.0
lithocholate,401.0,501.5,451.0,501.0,351.0,351.0,401.0,401.0,501.0,401.0,501.5,351.0,401.0,501.0,151.0,401.0,501.5,502.0,351.0,351.0,501.0,501.0,151.0,501.0,501.0,451.0,451.0,451.0,401.0,501.0,251.0,351.0,501.5,502.0,501.5,501.5,401.0,451.0,501.5,501.5,501.5,451.0,501.0,451.0,401.0,251.0,351.0,351.0,401.0,351.0,351.0,351.0,501.5,351.0,351.0,401.0,351.0,401.0,151.0,501.0,301.0,351.0,451.0,451.0,401.0,351.0,351.0,251.0,301.0,301.0,401.0,501.5,401.0,401.0,401.0,401.0,501.5,301.0,451.0,251.0,151.0,301.0,301.0,502.0,401.0,101.0,401.0,201.0,502.0,501.5,351.0,101.0,351.0,301.0,451.0,501.5,501.0,351.0,501.0,501.0,451.0,502.5,451.0,351.0,401.0,501.0,401.0,451.0,351.0,401.0,401.5,401.0,401.0,501.0,451.0,401.0,501.5,451.0,0.0,501.5,401.0,401.0,301.0,351.0,351.0,451.0,401.0,451.0,501.0,351.0,401.0,1.0,501.5,401.0,401.0,401.0,451.0,501.5,501.5,501.5,451.0,351.0,401.0,501.5,451.0,351.0,451.0,401.0,401.0,501.0,451.0,501.0,502.0
N-succinyl-leucine,401.5,502.0,351.5,301.5,451.5,451.5,401.5,201.5,501.5,401.5,502.0,451.5,501.5,201.5,451.5,301.5,2.0,2.5,451.5,351.5,501.5,101.5,451.5,501.5,201.5,351.5,451.5,451.5,401.5,201.5,451.5,451.5,502.0,2.5,2.0,2.0,501.5,451.5,2.0,2.0,1.0,451.5,501.5,451.5,401.5,451.5,351.5,451.5,501.5,451.5,351.5,451.5,2.0,351.5,451.5,301.5,451.5,501.5,451.5,201.5,401.5,351.5,451.5,451.5,301.5,451.5,451.5,451.5,401.5,401.5,401.5,2.0,401.5,501.5,401.5,301.5,502.0,401.5,451.5,451.5,451.5,401.5,401.5,2.5,401.5,501.5,501.5,401.5,2.5,2.0,351.5,501.5,451.5,401.5,451.5,2.0,201.5,451.5,101.5,201.5,351.5,3.0,451.5,451.5,301.5,501.5,301.5,451.5,451.5,401.5,502.0,201.5,401.5,501.5,451.5,301.5,2.0,451.5,501.5,0.0,401.5,401.5,401.5,451.5,451.5,451.5,401.5,351.5,501.5,351.5,501.5,501.5,2.0,301.5,401.5,501.5,451.5,2.0,2.0,2.0,451.5,451.5,401.5,2.0,451.5,351.5,451.5,401.5,401.5,501.5,451.5,501.5,2.5
2-oxo-1-pyrrolidinepropionate,301.0,401.5,351.0,401.0,351.0,351.0,301.0,301.0,401.0,201.0,401.5,351.0,401.0,401.0,351.0,301.0,401.5,402.0,351.0,251.0,401.0,401.0,351.0,401.0,401.0,351.0,251.0,351.0,201.0,401.0,351.0,351.0,401.5,402.0,401.5,401.5,401.0,351.0,401.5,401.5,401.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,401.5,151.0,351.0,301.0,351.0,401.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,351.0,301.0,301.0,201.0,401.5,201.0,401.0,301.0,301.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,402.0,201.0,401.0,401.0,301.0,402.0,401.5,151.0,401.0,351.0,301.0,251.0,401.5,401.0,351.0,401.0,401.0,351.0,402.5,351.0,351.0,301.0,401.0,301.0,251.0,351.0,301.0,401.5,301.0,201.0,401.0,251.0,301.0,401.5,251.0,401.0,401.5,0.0,201.0,301.0,351.0,351.0,351.0,201.0,351.0,401.0,251.0,401.0,401.0,401.5,301.0,201.0,401.0,351.0,401.5,401.5,401.5,351.0,351.0,201.0,401.5,251.0,251.0,351.0,201.0,301.0,401.0,251.0,401.0,402.0
indole,301.0,401.5,351.0,401.0,351.0,351.0,301.0,301.0,401.0,201.0,401.5,351.0,401.0,401.0,351.0,301.0,401.5,402.0,351.0,251.0,401.0,401.0,351.0,401.0,401.0,351.0,251.0,351.0,201.0,401.0,351.0,351.0,401.5,402.0,401.5,401.5,401.0,351.0,401.5,401.5,401.5,351.0,401.0,351.0,301.0,351.0,251.0,351.0,401.0,351.0,251.0,351.0,401.5,151.0,351.0,301.0,351.0,401.0,351.0,401.0,301.0,251.0,351.0,351.0,301.0,351.0,351.0,351.0,301.0,301.0,101.0,401.5,201.0,401.0,301.0,301.0,401.5,301.0,351.0,351.0,351.0,301.0,301.0,402.0,201.0,401.0,401.0,301.0,402.0,401.5,151.0,401.0,351.0,301.0,251.0,401.5,401.0,351.0,401.0,401.0,351.0,402.5,351.0,351.0,301.0,401.0,301.0,251.0,351.0,301.0,401.5,301.0,101.0,401.0,251.0,301.0,401.5,151.0,401.0,401.5,201.0,0.0,301.0,351.0,351.0,351.0,201.0,351.0,401.0,251.0,401.0,401.0,401.5,301.0,201.0,401.0,351.0,401.5,401.5,401.5,351.0,351.0,101.0,401.5,251.0,251.0,351.0,201.0,301.0,401.0,251.0,401.0,402.0
lanosterol,301.0,401.5,351.0,401.0,251.0,251.0,301.0,301.0,401.0,301.0,401.5,251.0,301.0,401.0,251.0,301.0,401.5,402.0,251.0,251.0,401.0,401.0,251.0,401.0,401.0,351.0,351.0,351.0,301.0,401.0,251.0,251.0,401.5,402.0,401.5,401.5,301.0,351.0,401.5,401.5,401.5,351.0,401.0,351.0,301.0,251.0,251.0,251.0,301.0,251.0,251.0,251.0,401.5,251.0,251.0,301.0,251.0,301.0,251.0,401.0,201.0,251.0,351.0,351.0,301.0,251.0,251.0,251.0,201.0,101.0,301.0,401.5,301.0,301.0,301.0,301.0,401.5,201.0,351.0,251.0,251.0,201.0,201.0,402.0,301.0,301.0,301.0,201.0,402.0,401.5,251.0,301.0,251.0,1.0,351.0,401.5,401.0,251.0,401.0,401.0,351.0,402.5,351.0,251.0,301.0,401.0,301.0,351.0,251.0,301.0,301.5,301.0,301.0,401.0,351.0,301.0,401.5,351.0,301.0,401.5,301.0,301.0,0.0,251.0,251.0,351.0,301.0,351.0,401.0,251.0,201.0,301.0,401.5,301.0,301.0,301.0,351.0,401.5,401.5,401.5,351.0,251.0,301.0,401.5,351.0,251.0,351.0,301.0,301.0,401.0,351.0,401.0,402.0
myristoylcarnitine (C14),351.0,451.5,401.0,451.0,201.0,1.0,351.0,351.0,451.0,351.0,451.5,1.0,351.0,451.0,301.0,351.0,451.5,452.0,201.0,301.0,451.0,451.0,301.0,451.0,451.0,401.0,401.0,401.0,351.0,451.0,301.0,1.0,451.5,452.0,451.5,451.5,351.0,401.0,451.5,451.5,451.5,401.0,451.0,401.0,351.0,301.0,301.0,201.0,351.0,1.0,301.0,1.0,451.5,301.0,301.0,351.0,301.0,351.0,301.0,451.0,251.0,301.0,401.0,401.0,351.0,301.0,201.0,301.0,151.0,251.0,351.0,451.5,351.0,351.0,351.0,351.0,451.5,151.0,401.0,301.0,301.0,251.0,251.0,452.0,351.0,351.0,351.0,251.0,452.0,451.5,301.0,351.0,201.0,251.0,401.0,451.5,451.0,201.0,451.0,451.0,401.0,452.5,401.0,1.0,351.0,451.0,351.0,401.0,1.0,351.0,351.5,351.0,351.0,451.0,401.0,351.0,451.5,401.0,351.0,451.5,351.0,351.0,251.0,0.0,201.0,401.0,351.0,401.0,451.0,301.0,351.0,351.0,451.5,351.0,351.0,251.0,401.0,451.5,451.5,451.5,401.0,201.0,351.0,451.5,401.0,301.0,401.0,351.0,351.0,451.0,401.0,451.0,452.0
